raw,identity,number,category,type,filled_words,honest_categories,asf,om,ps,ddp,svp,pr,an,cds,ddf,re,asm,is,qas,rci,dmc,or,pa,count
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' den beste i sitt fag.\nav det han ser', ' en virkelig stor skuespillerinne, men det har han', ' journalist, men tar isteden fatt på læren', ' kunstner, mens faren har en høyere stilling i stat', ' noe stort! Det er ingen sak! Når jeg']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' en mann, men ikke som en kvinne - ikke når', ' servitør resten av livet! Men i det', ' frivillig i et suppekjøkken. Hun kunne bruke', ' noe annet. En hushjelp og en vaskekone.', ' stripper på en nattklubb, eller bli fotograf']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør under sitt eget navn, men jeg tror', ' sladrekjerring og sladresøst', '. vertinne eller danserinne, er blitt', ' best hun kan.\nsom vil hjelpe oss til å', ' prostituert? Du ble oppdratt til et']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' hushjelp i huset. Hun hadde arbeidet som guvern', ' vaskehjelp på et hotell på Gran Canaria med', ' husmor, kom mannen til prestegården på', ' ekstra hjelp for en uke siden, og han ble først', ' stuepike etter den andre konen for å']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder på hotellet. Hver kveld når hun kom', ' bokholder på en skole i Newmarket. Hun', ' flyvertinne, og fikk alltid skyss på', ' sekretær ved den britiske ambassaden i Washington, D.', ' bartender på Stripa og ville gjerne']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' nonne for mannens skyld, og drømmer om', ' en ny og bedre utgave av seg seiv, mens', ' en helt annen person, og får oppfylt ønsker i drømme', ' malerinne, men etter et års hardt arbeid går', ' en annen. Den andre kvinnen i drømmen er også']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller kanskje hun skulle bli smykkedes', ' modell i stedet, slik som hun ser ut. Kå', ' rådgiver.\nHun visste at hun hadde gjort fremgang. T', ' vaskehjelp. De kunne se dem i aksjon,', ' servitrse.\n- Jeg kan ikke jobbe med']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' prostituert?\n«Greit på hvilken', ' «buss-sjåfør». Hun var nylig', ' profesjonell skuespiller i filmindustrien de siste tjue åra', ' hore, går hun hjem til seg seiv. Hun', ' spion, noe har han fått fra Tsjekkos']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' guvernante på Thornfield Hall. Hun', ' vaskehjelp for meg varte det ikke lenge før', ' kokkelærling hos oss. Hun kom fra', ' lærerinne på skolen til tross for at hun ikke', ' kammerpike hos ham.\n«Jo, det er']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' resepsjonssjef. Hun drev en liten blomsterfor', "" rengjører på O ' Hare-flyplassen."", ' bibliotekar. Om hun var den bibliotekaren som', ' lobbyist for en av landets mest prestis', ' vaskehjelp der.\nhan hadde med seg hjem til']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' skuespillerinne.\npresang hun fikk av venn', '. Moren hennes er død og ligger i en', ', på samme måte som nasjonen drømmer om å', ' tatt ned fra stigen.\nmed den glit', ' forfatter, og derfor skriver hun om mange av hend']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' servitør på et sted som dette.\n«T', ' en av de der frivillige organisasjonene som hjelper gamle', ' resepsjonist på hotellet, i stedet for å servere', ' kassadame hvis det var så mye om og', ' lærer, slik som moren sin. Det er bare sånn']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' tjenestepike, har hun ingen penger. Hun blir', ' gledespike og som prostituert i et', ' hjelpepleier her hjemme.\n«Jeg vet at jeg burde', ' barnepike i et slott, og hun er', ' tjenestekvinne i flere år og er derfor ikke']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' sekretær hos sin mann kort tid etter bryllupet. Hun', "" husmor i Tverts' hus og bodde"", ' «barnefrøken» på godset, hadde', ' kontordame hos meg for bare ti år siden.', ' hans sekretær.\n«Og De kan ikke komme på noe']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå.\nveldig mye', ' tjenestepike i et hus. en dag. da hun', ' sekretær i en bank, så hun hadde alltid hatt', ' servitør på en restaurant som tilfeldigvis lå', ' servitør på en restaurant i Kvarteret']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 1, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', men det vil han ikke røpe for henne.', ' filmstjerne.\n- Du er så lik henne, sier', ' gammel sammen med deg?\net eventyrlig liv med', ' tatt av stormen på et opprørt hav.', ' fri fra sine lenker på jorda, der blir hun']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' servitør, ikke som en slags spion som', ' en hund for å gjøre opp for forrige natt.\nHun', ' servitør eller på et gatekjøkken.', ' vikarlærer, sa han. Og kjæresten sa: «J', ' servitør.\nKlokken to kommer den siste']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' fotomodell for diverse motehus. Ved et', ' bartender.\nettersom Kitty og', ' prostituert i Bucuresti. Nå', ' gateselger og horene sine, har han', ' eiendomsmegler. Han er vant til å ta']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' sjåfør på bilparken, og at han var den', ' hjelp på hotellet av eier en. Han var blitt forelsket', ' privatsekretær for hertugen, og hun ble', ' hushjelp. Dette må ha vært i 1898.', ' husets faktotum. Og jeg sier dere,']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et senter for hjemløse. Senteret', ' servitør på en restaurant som het Kans', ' klesdesigner for et av de store mote', ' stripper.\n«Puh, takk og pris,»', ' servitør, så han kunne i hvert fall ikke']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' den neste Whitney Houston. Hun er', ' tatt bilde av sammen med en stor filmstjer', ' danserinne. Drømmen kan bli virkelig.', ' gjenforent med moren. Det er så mye', ' en internasjonal modell. I New York begynner hun å']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' modell og ha en skikkelig jobb i New York.', ' servitriser, mens mennene kunne vaske biler eller', ' serveringsdame, konduktør eller på en', ' gale for å få en masse penger. De fleste', ' kelnere, de også, og hvis man hadde en']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' tjenerne i en finere husholdning. Og at', ' prostituert i Amsterdam, København og Oslo', ' slavearbeidere i de store husene i Dam', ' tjenestepiker i ulike hjem helt siden hun kom', ' enker. Hun har brukt de siste tre månedene til']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' tjenere. De skulle sørge for de fattige kvinnem', ' prostituerte. Men ingen er ansatt for resten av', ' syersker på fabrikken. En natt i høst', ' assistanter til Mrs. Cassidy. Den', ' selskapsdamer, og de hadde arbeidet på R']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' spioner. Han var for ung til å forstå', ' tjenestejenter og stuepiker, og hun var', ' hushjelper, gartnere eller som barnep', ' koner og mødre i hans hus?\n«Jeg', ' prostituerte på sjøene i Canada og USA,']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' morder. Hun er seiv i største fare, for', ' gift med, og mennene tenker på å lure penger ut', ' og menn om å være.\nNorske ordtak Å', '. Hun drømmer om et fint hus og en rik', ' mødre. Som ser fram til barselstiden,']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' fotomodeller.\nJeg skulle ønske at moren din', ' serverere eller rydde av bordene. Jeg hadde sett', ' frivillige på sommerleiren i tillegg til å jobbe', ' modell. I hvert fall ikke i den sjas', ' servitører, det hadde han faktisk foreslått den']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' horer i Memphis.\nI begynnelsen holdt de', ' spioner for de allierte i årevis,', ' gateselgere. Nå har de to uker på', ' horer. I løpet av sitt korte ekteskap med den', ' dansere i over åtte ar, og de har']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskehjelpene her i huset. De var en fin', ' tjenestejenter på denne gården i desember 1913', ' tjenestejenter i 1892.\nble hun tatt', ' stuepiker og kelnere, var det noe', ' hjelpebibliotekarer for å hjelpe de mannlige']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' servitriser på en restaurant. De fleste', ' oppvartersker på en kafé som lå inne på', ' gale på kjøkkenet med å ordne fat og b', ' bare det i hagen. De luket, plantet', ' barjenter på det lille stedet Bensom']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det eneste som står', ' leger, og det til tross for at en av', ' noe annet og større enn dem seiv. De er', '. Hun er så fin på det, og de andre', ' popstjerner med svære fan-brevbun']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' serveringsdamer - men det var like fullt', ' serveringsdamer, frisørdamer, kassad', ' servitører. Der var de sikkert også en', ' alle andre.\nog da får heller mødrene være hjemme,', ' barnepleiere på gamlehjem, hadde en av']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' barnepiker for de rike. Hvis mødrene', ' klesvaskere, og ingen har råd til å', ' husmødre. Disse kvinnene har gjort seg avhengige', ' fabrikkarbeidere og har vært borte i fem år eller', ' prostituerte og til å forsørge barna']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelper.\noppdragermetode at', ' husholdersker etter å ha gjennomgått et ti uker', ' sykepleiere og kokker, var det en som mang', ' barnepiker var de som regel i full gang', ' barnepiker i et av Europas rikeste barne']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' slavelignende hushjelper og hadde det', ' horer.\njentene tok av seg de små', ' vaskehjelper i kontorene i den ene enden', ' servitriser. Pappa kom etter når han', ' lærere på universitetet og fikk ikke lønnen overført i']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' tatt bilder av når de har kledd seg fine', ' båret bort til høyvogner, båret bort', ' vampyrer. Mødrene drømmer om å', ' til noe større enn seg sjøl.\net lite hus', ' elsket som andre mødre, men så har de bare']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' frivillige på en skole i nærheten av der de bor', ' stuepiker, sier jeg. Det er den jobben en', ' frivillige i matsalen, mens de som hadde ektem', ' serveringsdamer på en lokal diner. For', ' sekretærer.\n«Broren min var også sånn']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hushjelper hos familier i Minneapo', ' «spesialtrenete horer »; de', ' mannekenger ved å posere i gjennom', ' hushjelper i løpet av den lange reisen.', ' dansere under sommerfester. De har alle vært']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hushjelper på gårdene. Om kveldene gikk', ' lærerinner.\noppfatning at hun var dyktig', "" piker i fru Pastor ' s pensjon"", ' tjenestejenter på lensmannsgården mens de ennå', ' stuepiker i et fornemt hus, og hun']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 1, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' servitører. Den eldste datteren fikk en datter', ' syersker i en konfeksjonsfabrikk', ' assistenter på den eksklusive kostskolen for jenter,', ' modeller i byen. De likte å vise frem de nye', ' bartendere. Etter hvert hadde hun fått til']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. Og så har vi det lille barnet på et', ' musikere. Hun prøver å vekke til live drømmen', ' ballerina. Men når mamma sier at det snart', ' noe annet enn leger og fysioterapeuter. De drømmer']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' assistentene hans, og hjelpe ham fra stallene til', ' modeller, alle tre. — Jeg kan godt hjelpe', ' frivillige på barnehjemmet ved siden av skolen, skrev', ' de gjør!\nDe to søstrene er ikke som', ' modeller i stedet for å kaste bort tiden på å']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle søstre og jordmødre til hun', ' servitør er hos Mrs. McGre', ' lærere, som forfattere, som sosialarbeider og som', ' tjenere med svært lite i lønn - og at', ' sykepleiere, de har ikke spart på utgiftene']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,søstrene,plural,female,occupation,"[' selskapsdame for de to eldre damene og', ' elever ved teateret. Da de var fulle av energi', ' pleierske og selskapsdame på det store gods', ' hushjelp hos en storbonde, men de ville', ' barnepleiersker i prestegården i Skeld']","{'asf': 0, 'om': 0, 'ps': 0, 'ddp': 0, 'svp': 0, 'pr': 0, 'an': 0, 'cds': 0, 'ddf': 0, 're': 0, 'asm': 0, 'is': 0, 'qas': 0, 'rci': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
