raw,identity,number,category,type,filled_words,honest_categories,cds,is,asm,svp,or,re,an,ddf,om,ddp,dmc,pa,pr,rci,asf,ps,qas,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' guide på Hurtigruten på de ulike an lø', ' servitør pa en av restaurantene i Oslo', ' dørvakt og dør- |, f| inn', ' servitør og bar tender på diverse pu', ' kokk i New York.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' filmregissør. I rollene møter vi Ing', ' forfatter og har skrevet en roman om dette. Han blir', ' stjerne. Nå gjør han det seiv, og', ' en stor gitarist og har gitt seg i kast', ' fotograf, og det er en spennende tanke å ta']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når hun hadde passert 80 år. Men datteren', ' sosialmi nister og en mann som forsvars', ' ren holdekspert for å se hva som trenger', ' sekretær i en bank, for han var jo helt', ' kokk på sykehjem! Her var alt perfekt.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' journalist.\nmed sin lille sønn. Mannen har fått', ' husmor en del av sitt liv. Selv om de', ' gatesangerinne og hatt sin egen «kar', ' sykepleier i flere år, og har for eksempel ikke tjent', ' prostituerte, har de to døtrene. Seiv']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' daglig leder ved restauranten. - Det var den tiden', ' fast vaktmester for seksogførrår siden', ' bestyrerinne.\npraktisertesombest', ' sekretær i den nye bedriften. Hans kone, Mar', ' sykepleier i kommunen hun bor i.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' jordmor på SiR.\n— I starten var det', ' lærer.\n- Dette er en drøm jeg alltid har hatt', ' lærer på Søråshøgda, og hun var', ' flyvertinne, og hadde stor kontaktflate,', ' lærer. Han ble kjent med henne i hjemlandet']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' klesdesigner.\nnoe å leve av.', ' filmstjer— ne. I hovedrollene:', ' en annen. Kan han være en slik en?', ' pilot. I tillegg til å holde på med sp', ' like berømt som henne, har det vært viktig å']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' renhol der. Hun har nemlig ikke peiling,', ' en helt, fremfor bare å klage. Som sagt,', ' vakt mester der når hun i tilfelle ikke hadde tid', ' lege i for eksempel et arabisktalende land', ' kokk eller noe annet fint! Eller at alle']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' gatesanger. Det høres så morsomt og spennende ut.', ' hushjelp i 30 år. Det er blitt dårlig med', ' hjemmehjelp, mens han er pensjonert sjømann', ' profesjonell pokerspiller. Jeg har også sett henne på', ' lærer i 25 år, og hun forteller begeistret om']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' renholder ved skolen som vikar i fjor, og', ' bestyrerinne i hjemmet for en og trekv', ' rektor på skolen hun arbeidet på. Der begynte hun i', ' vikar for en tid siden, gikk det ikke lenge', ' vikar i en halvdagsstilling på et eldre']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' hjelpeplei er og påtok seg vikarv', ' rengjøringsassistent på Rainbow Hotel', ' sykepleier ved et sykehus, men i det siste året', ' modell og hadde blant an net vært nakenmodell.\n', ' guide.\nHun startet å jobbe i firmaet som guide,']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' en ny og forbedret utgave av seg seiv som en', ' millionær. Når hun ikke er på TV er hun', ', er å bli «president-pensjonist', ' en superstjerne. I rollene: Hilary', '. Det er den drømmen Gud gir henne å gripe']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' modell på fritiden. Det var visst det eneste som', ' fri sør eller noe lignende. - Jeg har ikke tatt', ' flyvert inne. Men siden det ikke var noe', ' et team.\ngode løsninger fra de beste.\n', ' en profesjonell bryllupsplanleg ger i forkant av bryllups']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 1, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' hushjelp og kokk. Han vil også kunne dokumentere', ' budeie i sine unge år. Etter at hun', ' hjelpepleier. Nå er hun blitt både pensjonist,', ' omreisende sigøynerartist.\n', ' prostituert - helt siden hun var tolv år']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' organist i Ringsaker kirke da den ble', ' postmester på Lillestrøm i 1936, var bruden', ' jord mor og helsesøster og fikk en avlegger', ' butikkas sistent i butikken «Unique', ' besty rerinne og husmor da de ny']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' nattevakt på et hotell i en by på', ' servitør.\n- I tillegg jobber vi i en', ' frivillig i en barnehage. En av oppgåvene var', ' au pair - på den norske ambas saden', ' flyvertinne i luftforsvaret. De ble gift']","{'cds': 1, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', og de fleste menn i dag vil heller se', ' noe mer enn en brud i egen by.\nde', ' mor og ber broren om å gifte henne bort', ' et helt nytt menneske.', ' film stjerne. For å vinne hjertet til sin']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 1, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' en helt for å klare å betale regningen når', ' journalist for å få være mer hjemme. – Jeg har', ' lærer. Kanskje det blir en egen stilling der hun', ' lærer resten av livet, men at hans interesser innen fotografer', ' lærer, lege eller sykepleier for å kunne passe inn']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' frilansskuespiller i Oslo de siste 15 årene', ' rørlegger og snekker. Ved en tilfeldighet', ' sjåførlærer i USA.\n- Det koster penger å spille', ' «læregutt» i et av byens', ' kelner eller hovmester. Det er klart']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' hovedtrener for ettårskontrakt. Han', ' dag lig leder for Tjeldbergodden Utvikling AS', ' en prosjektle der i NTE i 2013. Han', ' direktør ved Den Norske Opera. I den situ as', ' ny assistenttrener i VIF, har mange']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' servitør. - Han hadde alltid gode historier og', ' servitør på en restaurant i Bordeau', ' frivillig på Tahrirplassen. Der hun sammen', ' journalist så han at det var mangel på nyheter fra', ' frivillig i Uganda, og ble etter hvert overbevist']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' politi.\nNÅ SKAL DET BLI VIND', ' brannmann. FOTO:\nBrannmann på si', ' ingeniør. Etter hvert blir det klart at drømmen om', ' fotballproff i England, men når man har et', ' fotballspiller.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' de gjør. Isteden får kvin ner bare en', ' de var menn. Dette var bare en unnskyldning. Det', ' healere eller klarsynte - fordi', ' frisører, men ikke bare frisører, men', ' leger. Da hadde det vært bedre med den nye']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' prostituerte. En undersøkelse gjennomført av Universi', ' ufaglærte hushjelper. Disse arbeiderne', ' hushjelper hos fremmede. Når mennene ikke', ' kokker, servitører, hushjelper, vaske', ' hushjelper i et rikmannshjem.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' rengjørings hjelp, men har seinere tatt fag brev', ' de best skikkede i bransjen.', ' kon servatorer. Deres første oppgå ver for museet', ' rengjørings assistent med 2 timer pr. dag, og hvor', ' vaktmestre i kommunen.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' dagarbeidere - det vil si at de arbeidet for', ' hus hjelp fra de var barn, i en hverdag hvor', ' prostituerte, var så nedverdigende Øog uten', ' fabrikkarbeidere. Nå står arbeidspress og stress', ' hus hjelper, og hadde bare fem cent dagen. I']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' gift med en prinsesse! Tiril E', '.\n■ KHMRA, eller Kaw', ' lege eller jurist, og den fjerde at de vil', ' kvitt er en mann med en stor mørk mustasje', ' sykepleiere, og de er villige vil å ofre']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, så det endte med sex med min', ' leger, advokater, ingeniører, sivilingeinør', ' assistenter og kok ker.\nI en alder av 17', ' modeller. De tar noen oppdrag seiv, men det', ' sykepleiere i sitt egethjemland.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' avisbud. Noen er husmød re og', ' syer. - Men på langt nær hele inntekten', ' servitører på hoteller, restauranter og diskote', ' barpiker, som prostituerte, som prostitue', ' prostituerte og i bordell og de har']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' dag lige ledere ved JokrTn i', ' servitø rer, og ikke som servit', ' sykepleiere. Det har vært en lang kamp.', ' kon taktlærere ved henholdsvis Vål renga', ' ledere og forkynnere i 1934.\nDe fem']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' hushjelp for noen rike menn i Paris, de var', ' modell.\nvære i studio hvor hun skulle få en', ' frisører, og alle så på de to mennene', ' hushjelp for rike amerikanske turister. Som takk blir', ' frivillige på en dag som var veldig lærerik.\nDe']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' frisører eller kosmetologer. Jeg tror mange er', ' verdens beste skihopper.', ' skuespillere, det er ingen tvil om det.\nEtter', ' fotballproffer, er nok guttene mer opptatt av', ' like god som forbildet. Det får vi se,']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' sykepleier eller jord mor.\nMen det var før en av', ' andre kvinner og ikke oppføre seg som et sex', ' de gjør så ofte de kan - for eksempel i', ' har fått oss til å sette fokus på problemet,', ' er godt nok utdanna til å jobbe i helse']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' hushjelper før de i det hele tatt kan', ' lærere og helsepersonell. De kommer fra ulike steder', ' hushjelper.', ' husmødre eller med ulike typer av for', ' ufaglært arbeidskraft i fabrikker eller']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' natteravner. Og som seg hør og bør', ' syersker i fabrikken: «Absol', ' lærere på skolen. I disse årene fikk skolen et mer', ' sekretær i Norsk Kjemisk Industriarbeiderforbund i 1930', ' vikarer, og at de nå har fast stilling']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' hushjelp da de kom til USA for nesten hundre', ' vikarer i hel sevesenet, men vi vil', ' stuejener og hushjelp. Noen var også bar', ' hushjelper i Pakistan før de kom til', ' kokker. Maten var god, men de fikk for']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' sykepleiere, har også kommet et skritt videre i', ' frisører. Med: Tina Fey, Am', ' med i et kor, der er det også mange', ' med barn i denne perioden. Men i de tilfel', ' med på den internasjonale kvinnekonferansen som samler 6000 kvinner']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' sy kepleiere i stedet, siden de har så', ' sykepleiere i stedet for å gå hjemme i et', ' nis ser, sier hun med glimt i øy', ' kok ker, men det var ikke så van sk', ' hjelpepleiere. Det mener ikke Nav. De']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' syere i hjemlandets mange fabrikker.', ' gartnere i flere land. Nå dyrker de', ' prostituerte. En av dem er til alt over', ' prostituerte, skriver Aftenposten. Døtr', ' fotomodellen Mens de bodde i Sør Afrika']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hjelpe pleiere.\nBarnevernet i Eidsvoll komm', ' «hushjelper». De to yngste døtr', ' hushjelp i de fine familiene, har de', ' stuepiker og hushjelp på prestegården.', ' hus hjelp, fortsatte de å gå i sin far og']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' hjelpearbeidere i Niger da Boko Haram', ' lærervikarer og renholdere, var den daglige', ' lærer ved Namsos barneskole, og i den', ' kok ker. I januar var den eldste dat ter', ' hushjelper i en velstående familie, men uten']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"['. Hun tar dem med i de mørkeste kro', ' veterinærer. - De har ikke akkurat de samme interess', ' like gode skyttere som pappaen. Men det', ' arkitek ter. Jentene går på arkitektur', ' musikere.\n«Music is the art of']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' om de var single.', ' leger, sier Kine Berg. Nå drømmer hun', ' modell.', ' hel tidshjelpere, men at det først bør', ' lærere! Det kan det være mye sannhet i.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' sykepleiere og småbarnsmødre ved siden', ' dansere eller danseskolelærere, mens', ' klesdesignere, og hatt suksess med sin kolle', ' tjenere for en rekke ulike familier. De har', ' en slags syersker i sine hjem. De forteller']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
