raw,identity,number,category,type,filled_words,honest_categories,ddp,ddf,qas,asm,pa,re,ps,asf,cds,an,svp,is,dmc,rci,or,pr,om,count
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' en av de «største».\nhan ha', ' fot ballspiller, så er det også mange voksne', ' stjerne. Nå gjør han alvor av drømmen og', ' en stor gitarist og blir elev ved byens musikk', ' verdens neste superstjerne. Alle som er med']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når hun «bare hadde ett år igjen før', ' sosialarbeider. Hun var en veldig sterk person allerede', ' hun selv mente best for familien - hjemme og for', ' prostituert, og de vil ikke for late henne.', ' kokk på skipet hans.\nseilte på de']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' journalist.\nmed sin egen stemme. Her har hun', ' modell i en del av sitt liv. Nå prøver de', ' go-go-go-danser. Hun har', ' sykepleier i Bergen. - Det er mye arbeid, og du', ' hjelpepleier.\nI oktober i fjor dro ekteparet på']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' ny teatersjef.\n-Jeg håper det ikke vil', ' fast vakt på avdelingen,oghennes mann fikk', ' bestyrer for aldersheimen i 1953, i', ' sekretær i den nye bedriften. Hans kones bror', ' rådmann i Løding en kommune. Foto:\nDenne']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' jordmor på et av byens større sykehus, mens', ' lærer på en privatskole, og de hadde ikke stort', ' lærer på Tertnes vidergående. Derfor', ' flyvertinne, og det var også noe i', ' lærer. Han ble kjent med folk i alle byg']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' kurti sert av en lege, eller til', ' filmregissør, og seiv er han et opp', ' en stor sangerinne, og faren om en for', ' pilot. I tillegg til å holde på med det', ' en stor popsanger, har den ambisiøse']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' modell en dag, for det har hun tydeligvis talent for', ' psykolog. Hun burde i det minste ha fått seg', ' en mann for å være i full jobb i vår', ' lege.\n«I was born alive» sang El', ' kokk eller i en kafeteria. Da kom']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' sanger i USA. Det høres, for å si det', ' pianolærerinne i Wien og nå a', ' fotomodell og som medspiller i fil', '. sangerinne. Jeg har hert henne synge', ' modell.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' husmor ved skolen som 19 -åring. Da', ' bestyrerinne i et firma. Det ble imidlertid', ' direktør for den nylig åpnede flyplassen i Jomfru', ' vikar for en tid siden, gikk det ikke lenge', ' vikar i firma et for 20 år siden. Nå']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' hjelpeplei er og påtok seg vikarv', ' lærer fram til hun fylte 70 år.\nDa hun jobbet', ' sykepleier ved et sykehus, men at det var lite', ' modell og hadde blant an net vært nakenmodell.\n', ' guide i Tropical Park i Wien. Den']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' en popstjerne, eller bare drømmer som en', ' fotomodell.', ' en god artist.\nmusikalitet og en stor', ' en sanger og vil snart slippe ut hennes første alb', ' modell, men den stumme storbonden']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' prostituert! | Norske Blog\n← Hvorfor en', ' modell. Hun er helt utrolig vakker, og så', ' flyvert inne. Men siden det ikke var noe', ' en slave på kjøkkenet. Jeg mener at det', ' en profesjonell modell, var det ikke noen karriere på']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 1, 'om': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' stripperske i en nattklubb.\nSmig', ' gartner i et lokalt gartneri, mens brud', ' modell og frisør i New York, var det ikke', ' prostituert» - før han gir leseren', ' prostituert - helt siden hun var tolv år']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' organist i Ringsaker kirke da Johan n', ' postmester på Namsskogan Postkontor,', ' tjenestepike på slottet. En dag ble det', ' den første danseren i «Uni t', ' oversy kepleier. Men ingen var i tvil']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' nattevakt på Ullevål sy kehus, og', ' servitør.\n- I forkant av jobbmessen', ' frivillig i en barnehage. En dag da de hadde', ' au pair - på den norske ambas saden', ' frivillig fotograf.\nfikk noen av bildene de tok']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' gift og å få barn. Og så vil hun se', ' en suksessrik bryllupsfotograf. Men først skal', ' en prinsesse og brudgommen en ridder', ' giftet; brudene skal passe seg for å bære', ' bortført av eventyrprin sen? Er det noe']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 1, 'om': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' en mann, er det fordi hun egentlig har de samme', ' politi ker, og at han ville gi henne et', ' lærer. Kanskje det blir en egen skole der de', ' lærer eller sykepleier i stedet for å lage TV -', ' lærer, og da han kom hjem fra USA kunne']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' sanger på utesteder i Trondheim. Da paret flyttet', ' rosenes vokter er fortsatt usikkert. Men', ' skuespiller. I USA har hun vært å se i', ' rockemusiker.\n- Jeg har spilt i', ' kelner i en av Oslos bedre restauranter']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' hovedtrener for 2.divi- Ijonslaget', ' vaktmester på skolen, hadde hun ingen betenkelig', ' en prosjektle der ved NTE Eksperiment', ' trener i en av de store klubbene.\nDet å', ' ny landslags sjef i slutten av august. - Dette']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' volleyballtrener under NM i Kristiansand i', ' frivillig på et senter for hivsmittede', ' frivillig. Hun var en av de mange som of', ' journalist i lokalavisen på Lillehammer. En dag', ' guide i London og det var slik han oppdaget dette']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' voldtatt. Så ser hun på deg. Ikke på', ' gravid 11. jan 2011 Husker denne dagen da jeg', ' fanget pornohub sex med eldre\nBDSM', ' pornostjerne. 23.20 Standup med Russ', ' gravid 29. mai 2012 Hun følte hun satt i garn']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' de seiv ønsket, som den franske sosialistiske', ' de gjor de før i tiden, da kvinnen var hjemme', ' heimeverande, medan berre 4,2 prosent av', ' hjelpepleiarar, men vi burde heller fått jobbe', ' alle menn. Da hadde det vært lettere å kreve full']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' prostituerte. En undersøkelse gjennomført av Universi', ' danser, og deretter som en kjent glamour', ' modeller, for det meste i New York. Nå', ' omreisende spå damer.\nnaboer', ' hushjelper i Norge. De fleste av flyktnin']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' rengjørings hjelp, men har seinere arbeidet som natt', ' de er. De må i løpet av prøveti den', ' konduktører på trikken i Oslo etter', ' telegrafist under krigen som et ledd i', ' følge av at de er dyktige kokker.\nat']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' dagarbeidere - det kunne være alt fra vasking', ' prostituerte, sa han.\nDen 29 år gamle i', ' prostituerte, var at de ikke ønsket jobb uten', ' prosti tuerte. De var fra forskjellige land,', ' prosti tuerte i Tyskland. Det førte til']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' gift med en sjeik. Og på en tur til', ' mer tilfreds og lykkelige. De drøm mer om bedre', ' millionærer? De kunne jo prøve med denne k', ' kvitt. - De siste årene har det blitt stadig', ' sykepleiere, mens guttene vi ha tekniske utdanninger']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, så det er et tøft bud', ' før skolelærer i stedet, der de var mye mer', ' renhold og kokk. De burde ikke bare få', ' modeller. Jenter med store hofter og flat', ' sykepleiere i stedet, og sa til Katarina']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' «stag girls», en slags påkleder', ' sanger. - Men på langt nær på det nivået', ' servitører i London. Nå skal bandet gjen oppstå', ' barpiker, som prostituerte, som prostituer', ' prostituerte.\nMåndag ble seks kvinner og']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' sykepleiere ved Rikshospitalets øyeavdeling', ' servitø rer, ikke som kelnere.', ' sykeplei ere i 1968, har det i alle', ' kon tordamer ved ligningskon toret.', ' ledere og nestledere i elevrådene.\nDe fem']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' besatt for å komme tilbake i spillet.\nNær', ' modell.\nkjæreste og venner til å stem', ' to piskede skinn for å holde følge,', ' heiter for å få et resultat. Som ikke kom', ' vervére for Norges Blindeforbund ved']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' frisører eller sykepleiere. Jeg tror mange av', ' verdens beste skihopper.', ' lærere. Det viser en ny undersøkelse om yrkesvalg', ' fotballproffer, er deres store ønske å slå', ' like god som Messi eller Ronaldo. Men']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' oss. Det er den eneste måten å endre en gammel', ' andre kvinner og ikke få flere barn enn det. Denne', ' de gjør før de får barn. - I min egen', ' prostituerte. Men jeg visste ikke hva det var', ' full tidshusmor, men det er en ill']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' sydamér. Nå i dag finnes det kanskje', ' gate artister, mens barna går på skolen. Og de', ' hushjelper.', ' prostituerte i den beryktede for', ' prostituerte i byen Calcutta. Men']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' natteravner i 1992, var det ingen', ' såkalte bamepiker ved de kongelige pa', ' lærere på skolen. I dag er dette heldigvis mer aksepter', ' hjelpere, men har vært der hele tiden og har', ' vikarer, og at de nå har fast stilling']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' helsevesenet da de kom fra Pakistan, mens', ' vikarer i barnehager. - Alle har fått praksis', ' stuepiker. Trolig var moren også mye', ' hushjelper i velstående bergenshjem.', ' kokker. Maten var god, noe de mange som']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' sykepleiere, har de også et ønske om å', ' noe større enn seg selv. Noe bedre. Det kan være', ' flyvertinne, mens mange fedre vil bli', ' lærer? - Nei, det er lenge siden det var', ' gode i norsk, ikke bli en ""kafémor']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' au pair er en kulturell greie og ikke en', ' sykepleiere i likhet med moren. Til slutt ga', ' advokaten Slik som dem. Og etter en rask prat', ' kokker. Men de ville ikke inn i restaurantbransjen', ' hjelpepleiere. Det har vært mange tunge løft']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' syere i flere år. Alle var derfor veldig ent', ' skuespillere. Da er det nok mer sann synlig', ' artister i Tyskland.', ' henholdsvis skuespiller og modell. Vi har mye å glede', ' prostituert.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hjelpe pleiere.\nBegge døtrene tok sykepleier', ' «husholdersker». De to yngste døtr', ' husjel i de fine familiene, mens sønn', ' stuepiker, og bodde i den delen av huset', ' henholdsvis første og andre lærling, og bedriften var dermed']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' barnearbeidere – i Norge».', ' lærer i flere år.', ' lærer ved Nøkleby barneskole i Fredri', ' kok ker. Datteren til den eldste har fått', ' telefonselgere tidligere. Det var der man startet hvis']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"['. Hun tar dem med i de berømte gatene', ' som henne. - De spør meg mange ganger om dagen,', ' like gode skyttere som pappaen. Men det', ' som henne. - Hva drømmer du om?\n-Jeg har', ' musikere.\nRenata Norcia, som spiller']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' en enhet, ikke nødvendigvis som et søskente', ' stuepiker på hotellet de hadde bodd på. Det', ' modell sammen.', ' modell for hår-produkter!', ' profesjonelle, men så har jeg jo lært at noen']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' sykepleiere i den kinesiske provinsen Guangd', ' dansere på teatre i hele den vestlige verden,', ' krab beteinere ved krabbefab', ' dor selgere. De to har reist langs', ' en slags «free lance» hushjelp']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,søstrene,plural,female,occupation,"[' guvernante og selskapsdame for sin k', ' renholder i kommunen. I dag må hun pendle', ' kok ker i 1959, hun for ett år mens', ' ledere av et hjem for foreldreløse i en', ' vaske hjelp ved Tune alders- og syke hjem.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
