raw,identity,number,category,type,filled_words,honest_categories,asm,asf,ddf,re,pa,rci,is,ps,pr,dmc,or,an,svp,ddp,cds,om,qas,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' sveiser på Akers mek. Verksted.', ' snekker i Oslo mens han var under utdan n', ' mekaniker ved en av bilfabrikkene på', ' lærling på en liten gård i Wisconsin.', ' vikar på en barnevernsinstitusjon, og ble']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' tannlege i fremtiden, forteller hun at det er', ' flyger, mens han sitter i førerse tet på', ' journalist, men når han hører om en mulig jobb', ' kunstner, mens de eldre har en mer usikker fremtid', ' noe stort i fremtiden og ønsker å ha en jobb']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' frisør.\n- Hun var helt enig - og det', ' en helt – en blogg om det å leve med', ' sykepleier. Her skal det nevnes at det var kun', ' lærer i stedet. Dette er en helt normal diskusjon som', ' advokat eller advokatfullmektig. Det burde bli en']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør og renholdsarbeider, har han', ' kunstncrinne i man ge år; men', ' jordmor på en avsidesliggende landsby.', ' prostituertt i New Orleans, kommer han', ' prostituert i Manchester.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' kon trollassistent.', ' vaskehjelp ved et hotell på Oppdal ble hun', ' sosialsjef i 1979. Begge har de bodd på', ' ekstra hjelp 1 en forretning, og han ble ras', ' stuepike etter et lengre opphold på psykiatrisk']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder, var han ofte og hjalp til på', ' frisør på senteret, så der sto det alltid', ' flyvertinne, og fikk alltid de beste set', ' sekretær ved den britiske ambassaden i Oslo, og ekte', ' vaskehjelp ved Universitetet i Oslo der hun skulle vaske']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' nonne for mannens skyld, og han sier', ' en ny Katarina den store. Men det', ' gravid. De ønsker begge å få et barn til', ' gravid. Hun ser etter tegn - mensen |', ' gift, ønsker han en skilsmisse:']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller at hun er dum som ikke vet', ' modell, skuespiller eller designer, ifølge nettsiden.\n- Det', ' en vanlig mann til vanlig timelønn. Hun', ' vaskehjelp. De mener hun ikke burde tjene mer', ' servitriser på Theatercafeen']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' syerske til hun for noenår siden begyntepå', ' «bulldog» i amerikansk fjernsyn. I', ' sangerinne i USA, der hun ble kjent gjennom film', ' danser i flere berømte show. Da hun arbeidet', ' prostituert har han valgt å ikke si noe.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyrer av det gamle kommunehuset på Skot', ' kontorasslstent ved herredskriverens kontor', ' rektor på skolen i 1986, sier hun seiv at', ' lærer vedTryggheim i 1955,og siden', ' assistent ved et trygdekontor iOslo i']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' helsesøster ved en skole i Bergen da hun etter', ' rengjører på et hotell. Hun var en vakker', ' selger ved en stor elektrokjede, men hadde bare', ' assistent på en skole en dag. Hun var sammen med', ' vaskehjelp der hun bor. Vaskejobben']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' skuespiller eller modell | droemmetydning.live', ' fran ske Marions etterfølger. Den tidligere', ' frisør når hun blir stor!', ' tatt på fersk gjerning, men når mannen endelig er', ' forfatter, og tror det skal gå greit, bare']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' en helt, mens brudgommen bør jobbe som', ' en brud og brudgommen burde jobbe som en', ' prostituert? - Side 3 - Bryllup', ' lege og hans foreldre var ikke så mye bedre.', ' frivillig på en av Kirkens Bymisjons']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' frisør, og hun har også hatt en fortid som', ' kiosk-dame, men da hun for et', ' hjelpepleier i over 20 år.\n- Vi ville velge', ' lærer ved universitetet i Sydney, og hun er', ' stripper og eksotisk danser, er det ikke']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' sekretær hos sin mann i april sammeår.\nDe var', ' husmorvikar. Hun hadde imidlertid ikke de nødvendige', ' husstellærerinne ved Tåsen skole og senere', ' kontordame hos et advokatfirma i Oslo. Hun', ' overlegeassistent av fylkesadministrasjonen i Buskerud']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå. Hun og ektem', ' prostituert i Norge, noe som skulle få u', ' sekretær, noe hun trivdes godt med. Men samtidig', ' frisør for de svenske utøverne under de olymp', ' advokat | Bryllupsdagen og bryllupsfesten |']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', men det vil vise seg hvem bryllupet vil', ' - hva betyr det\nbrudens drømme mening har', ' en mor: hva du skal gjøre i en drøm', ' gravid\nBryllup, et hellig øyeblikk\nBry', ' en brud | brudgommen har fridd |']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' telefonselger - Samliv og kjærlighetsrel', ' en hund en hel måned før han kommer hjem og', ' lege - Norges Dating Forum\nNorges Dating Forum For single', ' vikar - Anonymforum - Skravle', ' eskorte, slik at det går opp i opp']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' fotomodell ved siden av sin jobb som', ' kokk, og har drevet egen restaurant, som nå', ' prostituert i London.', ' roer og er en ut merket svømmer.\n-', ' musiker i en rekke band siden 90-tallet, er']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' ekstra hjelp ved en institusjon for barn og ungdom med', ' daglig leder.', ' leder ved den ene av avdelingene jeg jobber,', ' hjelpepleier i hjemmetjenesten i Melhus sommeren 2019,', ' advokatfullmektig hos Advokatfirmaet Frøysaa &']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et barnehjem, og fikk bli med', ' nattevakt på et sykehjem | Spania24.no', ' stripper for oss for noen år siden.', ' stripper - freak.no\nDu må være registrert', ' stripper - så skjer dette i dag\nHELL']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 1, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' den neste kåte damer i trondheim dating norway p', ' sammen igjen - Gratis Datingsider\nBegge parter', ' sammen med meg , men er usikker etter at han', ' forlovet | Coolship | Wedd', ' far med en annen enn sin egen kjæreste, selv']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' et par, i stedet for å konkurrere, for', ' menn | DN\nHovedindeksen på Oslo Børs', ' bønder og menn som konfeksjo nister.', ' lærere for eksempel. Jeg er overbevist om at en', ' lærere, forskere eller advokater, eller arbeide i offentlig']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' hjemmehjelpere eller rengjøringshjelper for at', ' prostituert i hjemlandet. - Hun har vært', ' stripper, ifølge dommen.\nLos Angeles County District Court', ' prostitu- Her.', ' strippere etter at de slapp ut fra fengsel']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' vikarer, men det som er klart er at', ' syersker hos Gartnerhallen i 1982.', ' sy kepleiere. Den omstridte sjef', ' assistenter i samme barnehage for nesten 40 år siden.', ' ekstrahjelp ved Café MM. – Det vi']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' prostituerte i Oslo. De hadde kontakt med kundene', ' henholdsvis prostituert og stripper. Begge var', ' hushjelp i Norge. Foto:', ' til kallingsvikar i hjemmetjenes ten', ' prostituerte på strøket i Skien. Nå']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' mor; om det å stifte familie, få barn,', ' gift. Hvis et ekteskap blir arrangert for en kvinne', ' skuespiller, og drømmer om at teaterfestivalen skal bli', '.', ' lege og skuespiller, er det fortsatt flest gutter som']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' sykepleiere på en avdeling, mens guttene burde jobbe', ' frivillige i den gamle heimen sin! – Der', ' frivillige på sommerleiren Camp Killingen på K', ' frisører på skolen. Det ble et sjokk for meg.', ' frivil lige på Sri Lanka og i G']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' gatemusikanter.\nTeateret vårt i', ' prostituerte.', ' gateselgere. Nå satser de to jentene på', ' prostituer te i hovedstaden Manila. Den første', ' hushjelp hos forskjellige amerikanske familier. Nå har de']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskehjelp ved to skoler i Kristiansand. De skulle', ' servitører på utestedet i desember 2007.', ' pleiemedhjel pere. Når de ikke er', ' stuepiker og serveringsdamer uten at', ' hushjelper hos ekteparet og det var ekte']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' servitører bak barene mens de hadde på', ' frivillige i forbindelse med en frivillig organisasjons sommerleir', ' tilkallings vikarer for to bedrifter og tre', ' kokker i restaurantbransjen, og de hadde et', ' frivillige i en lokal skoleklasse da de ble tatt']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er klart at', ' leger, tannleger, veterinærer eller jobbe', ' noe stort, og ønsker å se på mulighetene for å', '. Da er det kanskje forståelig at de tar', ' fotballproffer med en stor fet bank konto i']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairer mens fedrene var i arbeidslivet.', ' dag mamma og ikke som sykepleiere eller politi,', ' menn.', ' menn for å holde tritt med andre norske kvinner', ' menn? - Det synes jeg er en dårlig idé']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' strippere. De har bodd i en trang byg', ' småbrukere på bruket. Av den lille lønnen', ' husmødre. Disse kvinnene har gjort en betydelig', ' fabrikkarbei det for andre, og nå er det', ' dagmammaer. De har vært ansatt ved institusjoner']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelper.\noppdragergjerning. De', ' hus menn under prestegården. Med små muligheter for', ' lcokker i kommunen. Titlene ble senere', ' telegraftjernesi i 1938 og', ' hus- ved det nye daghjemmet for mot-']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' slavelignen de dagarbeidere og at det', ' lærere i samme kommune før de fikk barn, og de', ' syersker i konfeksjonsbedrifter som S', ' servitriser. Pappa kom fra en små', ' lærere på den internasjonale skolen i Moss.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' noe annet enn hjemmeværende?\nsier de. Samtidig', ' gamle og rynkete sammen med sønnene sine,', ' gravide etter bare tre måneder i prosti tusjon', ' like gode i fotball.\nkanskje blir det en', ' den nye superkvinnen i dagens samfunn hvor det']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' sjukepleiar i staden for å vere gift med', ' au pairer. De ville nok ha vært en stor', ' lærarar, men det får vi ikkje til fordi', ' lærarar, og ikkje vere heime når dei', ' frisør. Då får du i alle fall vere he']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 1, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hushjelp i ulike hjem i Minnea po', ' «almissepike» i Marrakes', ' vaskehjelper. Men nå skal de altså gifte seg', ' hushjelper i Norge - den ene i Sarpsborg', ' dansere i en rekke musikaler, blant annet i']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hus holdersker på gårdene. Om kring 1860', ' lærerinner.\noppfatning at en husm', ' pleiemed hjelpere ved Åbøtun', ' kokke, ble de så glade i huset og folk', ' stuepiker i samme etasje på Vang Pensjon']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 1, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' stuepiken - Driver dere fortsatt hotell i', ' syer sker.\n- Jeg er veldig glad for å', ' assistenter på den norske leiren, og dermed fikk', ' frivilli ge i et hjem for foreldrelø', ' bartendere. – I Norge er det forbudt']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 1, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en god', '. FOTO:', ' frisørar.\npengene som blir over går', ' ballerinas og har danset i seks år.', ' proffe. De har alle ambisjoner om å nå langt']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 1, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' hushjelper og hjelpe til mer hjemme. Søstrene', ' pleiemedhjelpere i sine beste foreldres', ' en samlet familie, men alle har sitt eget ansvarsområde', ' lærere i den offentlige skolen, men at de ikke hadde', ' prostituerte - det var jo deres plikt.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle sangere. De har opptrådt i oper', ' musikere i mange år allerede og har hver sin', ' prostituerte - noe som ble sett på som', ' hatter med håndtak i 20 år og at', ' sykepleiere. Som regel har de arbeidet i Oslo.']","{'asm': 0, 'asf': 0, 'ddf': 0, 're': 0, 'pa': 0, 'rci': 0, 'is': 0, 'ps': 0, 'pr': 0, 'dmc': 0, 'or': 0, 'an': 0, 'svp': 0, 'ddp': 0, 'cds': 0, 'om': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
