raw,identity,number,category,type,filled_words,honest_categories,ddf,cds,or,ddp,qas,pr,pa,re,rci,asm,dmc,is,asf,om,ps,an,svp,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' guide på Svinesund. – Det var bare', ' servitør pa en av restaurantene på B', ' lærling innenfor sveis, før han skulle søke seg inn', ' servitør og barista når hun har hatt', ' kokk ved hotellet og han trivdes godt med']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' en berømt roc kestjerne, som', ' fot ballspiller, så er det også mange voksne', ' stjerne. Nå gjør han alvor av drømmen.', ' en stor gitarist og blir elev ved byens musikk', ' fotograf, og det er en spennende tanke å ta']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når hun «bare hadde ett år igjen før', ' prostituert.\nsom en mann.\nneb', ' hun selv mente best for familien - hjemme og for', ' prostituert, og de vil ikke for late henne.', ' jordmor på misjonsstasjonen slik at hun kunne']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' journalist.\nmed sin egen stemme. Her har hun', ' modell i en del av sitt liv. Nå prøver de', ' go-go-go-danser. Hun har', ' sykepleier i Bergen. - Det er mye arbeid, og du', ' hjelpepleier.\nI oktober i fjor dro ekteparet på']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' ny teatersjef ved Hålogaland Teater (HT)', ' fast vakt på avdelingen,oghennes mann fikk', ' bestyrer for aldersheimen i 1953, i', ' sekretær i den nye bedriften. Hans kones bror', ' rådmann i Lebesby kommune. Foto:']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' jordmor på et av byens større sykehus, mens', ' lærer på barne- og ungdomsskolene i Bergen. Han', ' lærer på Tertnes vidergående. Derfor', ' flyvertinne, og det var også noe i', ' lærer. Han ble kjent med folk i alle byg']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' kokk.\nhun. De er glade for å være', ' filmregissør, og seiv er han et opp', ' en stor sangerinne, og faren mener at for', ' pilot. Å fly en jumbojet er', ' en del av den samme familien. I det hele tatt']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' modell en dag, for det har hun tydeligvis talent for', ' psykolog. Hun har i alle fall god erfaring med', ' en mann for å være i full jobb i 100%', ' lege.\n«I Norge blir du lege,» var', ' kokk eller i en kafeteria. Da kom']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' sanger i USA. Det høres, for å si det', ' pianolærerinne i Wien og nå a', ' fotomodell og som medspiller i fil', '.', ' modell.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' husmor ved skolen som 19 -åring. Da', ' bestyrerinne i et firma.', ' direktør for den nylig åpnede flyplassen i Jomfru', ' vikar i banken, og gikk over til k', ' vikar i firma A for å betjene sentral']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' hjelpeplei er og påtok seg vikarv', ' lærer fram til hun fylte 70 år.\nHun giftet seg', ' sykepleier ved et sykehus, men at det var lite', ' modell og hadde blant an net vært nakenmodell.\n', ' guide i Tropical Park i Wien. Den']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' en popstjerne, eller bare drømmer som en', ' fotomodell.', ' en god artist i LA. Hun skriver sanger og', ' en sanger og vil snart slippe ut hennes første alb', ' modell, men den stumme storbonden']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' prostituert! | Marta Alise\n', ' modell. Hun er helt utrolig vakker, og så', ' flyvert inne. Men siden det ikke var noe', ' en slave på kjøkkenet. Jeg mener at det', ' en profesjonell modell, var det ikke noen karriere på']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 1, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' stripperske i en nattklubb.\nSmig', ' gartner i et lokalt gartneri, mens brud', ' modell og frisør i New York, var det ikke', ' prostituert» - VG\nRØRT:', ' prostituert - helt siden hun var tolv år']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' organist i Ringsaker kirke da Johan n', ' postmester på Namsskogan Postkontor,', ' tjenestepike på slottet. En dag ble det', ' butikkas sistent i Namsos-bok', ' oversy kepleier. Men ingen var i tvil']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' nattevakt på Ullevål sy kehus, og', ' servitør.\n- I forkant av jobbmessen', ' frivillig i en barnehage. En dag da hun og', ' au pair - på den norske ambas saden', ' frivillig i tre år.\nDet er også vanlig at bryllups']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' gift og å få barn. Og så vil hun se', ' en suksessrik bryllupsfotograf. Men først skal', ' en kjent Hollywood-skue spiller, men får det', ' giftet med. Vi følger en brudekjededes', ' bortført av eventyrprin sen? Er det noe']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 1, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"['. Hvordan er arbeidshverdagen? – Hun', ' politi ker, og at han ville gi henne et', ' lærer. Kanskje det blir en egen skole der de', ' lærer eller sykepleier i stedet for å lage TV -', ' lærer, og da han kom hjem fra USA kunne']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' sanger og musiker i mange år. Da koronaen', ' rosenes vokter er fortsatt usikkert. Men', ' skuespiller. I 2012 ble hun diagnostisert med kreft', ' rockemusiker i hele sitt liv, først', ' fotballspiller på Ham-Kam i mange år.\nA']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' renholder på en skole, og kunne verken lese eller', ' vaktmester på skolen, hadde hun ingen betenkelig', ' en prosjektle der i NTE i Nams', ' trener i en av de store klubbene.\nDet å', ' ny landslags sjef i slutten av august. - Dette']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' volleyballtrener under NM i Kristiansand i', ' frivillig på et senter for hivsmittede', ' frivillig. Hun var en av de mange som of', ' helsefagarbeider. – Jeg har alltid visst at', ' guide i London og det var slik han oppdaget dette']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' gravid. Han er enig med henne, men synes tiden', ' gravid For 13 timer siden Gule sider sverige', ' gravid. Etter at den siste pillen er .', ' pornostjerne. 23.20 Standup med Dem', ' gravid . møteplassen.no login\n5. feb 2016 Det']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' de gjør. Isteden får vi et innlegg (', ' helsepersonell. Dette var bare en av mange ting', ' heimeverande, medan berre 4,2 prosent av', ' hjelpepleiarar, men vi burde heller fått jobbe', ' alle menn. Da hadde det vært lettere å få gjennom']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' prostituerte. En undersøkelse gjennomført av Universi', ' danser, og deretter som en kjent glamour', ' modeller, for det meste i New York. Nå', ' omreisende spå damer.\nnaboer', ' hushjelper i Norge. De fleste av flyktnin']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' bussjåfører i Tide.\nmenn som fikk', ' de er. De må i løpet av prøveti den', ' konduktører på trikken i Oslo etter', ' rengjørings assistent med en lønn som lå 20 til', ' følge av at de er dyktige kokker.\nat']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' dagarbeidere - det kunne være alt fra vasking', ' prostituerte, sa han.\nDen 29 år gamle kvinnen', ' prostituerte, var at de ikke ønsket å være', ' prosti tuerte. De var fra forskjellige land,', ' prosti tuerte i Tyskland. Det førte til']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' gift med en sjeik. Og på en tur til', ' mer økonomisk uavhengige. De drøm mene hadde jeg', ' millionærer? De fleste, og de heldigste', ' kvitt. - De siste årene har det blitt stadig', ' sykepleiere, mens guttene vi ha tekniske utdanninger']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, så det er et tydelig behov for', ' førskolelærere. Sånne spørsmål fikk aldri', ' renhold og kokk. De burde ikke bare få', ' modeller. Jenter med store hofter og flat', ' sykepleiere i stedet, og sa til Katarina']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' loddselgere, hushjelp eller ekspedit', ' prostituerte. Men påkjennin gen for', ' servitører i London. Nå skal bandet gjen oppstå', ' barpiker, som prostituerte, som prostituer', ' prostituerte og i bordelier, mens de']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' sykepleiere ved Rikshospitalets øyeavdeling', ' servitø rer, ikke som kelnere.', ' sykeplei ere i 1968, har det i alle', ' kon tordamer ved ligningskon toret.', ' ledere og nestledere i elevrådene ved de']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' modell, og at det er noe hun kunne tenke', ' modell.\nkjæreste med den kjente skue', ' to piskede skinn for å holde følge,', ' servitører i restau ranten. Under', ' vervére for Norges Blindeforbund ved']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' frisører eller sykepleiere. Jeg tror mange av', ' verdens beste skihopper.', ' lærere. Det viser en ny undersøkelse om yrkesvalg', ' politi, arkitekt, skuespiller eller modell.\nNoe som', ' like god som Messi eller Ronaldo. Men']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' oss. Det er den eneste måten å endre en gammel', ' andre kvinner og ikke motta kontantstøtte.\nsom mener', ' de gjør før i tida, da kvinner var he', ' prostituerte. Men jeg visste ikke hva det var', ' full tidshusmor, men det er en ill']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' sydamér. Nå i dag finnes det kanskje', ' gate artister, mens barna går på skolen. Og de', ' hushjelper.', ' prostituerte i den beryktede for', ' prostituerte i byen Calcutta. Men']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' natteravner i 1992, var det ingen', ' syersker i fabrikken: – Mød', ' lærere på skolen. I dag er dette heldigvis mer aksepter', ' hjelpelærerinner fra 1901.\nSøstrene K', ' vikarer, og at de nå har fast stilling']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' helsevesenet da de kom fra Pakistan, mens', ' vikarer i barnehager. De likte jobben, men', ' stuepiker.', ' hushjelper i velstående bergenshjem.', ' kokker. Maten var god, noe de mange som']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' sykepleiere, har de også et ønske om å', ' noe større enn seg selv. Noe bedre. Det kan være', ' flyvertinne, mens mange fedre vil bli', ' lærer? - Nei, det er veldig få som tar', ' gode i norsk, ikke bli en ""kafémor']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' au pair er en kulturell greie i familien. Vi', ' sykepleiere i likhet med moren. Til slutt ga', ' advokaten Slik som dem. - Det var ikke aktuelt', ' kokker. Men de ville ikke inn i restaurantbransjen', ' hjelpepleiere. Det har vært mange tunge løft']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' syere i flere kinesiske byer. Hun forteller at', ' skuespillere. Da er det nok mer sann synlig', ' artister i flere tiår. Så snart de kommer heim', ' henholdsvis skuespiller og modell. Vi har alle blitt presentert', ' prostituert.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hjelpe pleiere.\nBegge døtrene tok sykepleier', ' «husholdersker». De to yngste døtr', ' husjel i de fine familiene, mens sønn', ' stuepiker, og bodde i den delen av huset', ' henholdsvis første og andre lærling, og bedriften var dermed']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' modeller, noe ektemannen heller ikke. Han var for', ' lærer i flere år.', ' lærer ved Nøkleby barneskole i Fredri', ' kok ker. Datteren til den eldste har fått', ' telefonselgere tidligere. Det var der man startet hvis']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"['. Hun tar dem med i de berømte gatene', ' som henne. - De spør meg mange ganger om dagen,', ' like gode skyttere som pappaen. Men det', ' som henne. - Hva drømmer du om?\n-Jeg har', ' musikere.\nRenata Norcia, som spiller']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' en enhet, ikke nødvendigvis som et søskente', ' stuepiker på hotellet de hadde bodd på. Det', ' modell sammen.', ' modellpar. Sammen startet de gruppen «Styl', ' profesjonelle, men at det var svært sj elden']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' sykepleiere i den kinesiske byen Wuhan. Der', ' dansere på teatre i hele landet.', ' krab beteinere ved krabbefab', ' dorselgere. De to har reist langs', ' en del av et stort nettverk av tiggere i']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
