raw,identity,number,category,type,filled_words,honest_categories,cds,rci,pr,ps,asm,is,or,svp,pa,asf,om,qas,ddp,re,dmc,ddf,an,count
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' en forfatter, er det veldig sannsynlig at hun/h', ' forfatter, mens en annen ser for seg en fremtid', ' skuespiller eller musiker og spille på en stor scene', ' en bedre gitarist og har nettopp kjøpt seg en.', ' fotograf, mens den unge drømmer mest av alt vil']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når hun «visste bedre». Jeg tror', ' en følge av at paret er gjeldsof f', ' en helt, mens han ikke gjør noe som helst.', ' alle andre kvinner, og de vil ikke ha mer penger.', ' hushjelp, men det er jo umulig å få']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' stripper. 22.30 Two and a Half', ' husmor og servitør, mens ektemannen har', ' syersken er en mann som ikke har vært', ' sykepleier i flere år, og har for eksempel ikke hatt', ' prostituerte, har de to døtrene. Hun']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' vaskehjelp. Hun har også vært hushjelp i', ' vaskehjelp I huset.\nog oppsynskvinnen', ' bestyrerinne på syke hjemmet i 1953, i', ' sekretær i den nye bedriften. Hans kones andel', ' sykepleierske ved Oslo Hospital, var det fordi hennes']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' frisør. Det var på den tiden da hun kli', ' lærer på barne- og ung domsskolen, og', ' lærer på en landsbygd i Guatemal', ' flyvertinne, og hadde mye kontakt med folk', ' lærer. Han ble slått i hjel i bilen sin.']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' kurtisane, men i sitt stille sinn planlegger', ' en prinsesse - da ansetter mannen henne som', ' en annen. Kan han være en slik en for', ' misjonær og sender sin mann ut. Han reiser til', ' gravid, men hun er ikke klar for å bli']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' renholder, for det har hun peil på', ' en helt, uten lønn og i tillegg fått seg', ' vakt mester for noen andre i stedet,» var det', ' lege i den norske skolen eller noe så hun ikke', ' kokk eller i en kafeteria. Da kom']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' sanger i USA. Det høres så romantisk og for lok', ' hushjelp i 30 år.\nfruktbutikk på', ' nattklubbsangerinne, med hovedsa k', ' profesjonell pokerspiller.', ' frisør i over 40 år, og driver i dag']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' husmor ved skolen som 19-åring i 1919', ' bestyrerinne i hjemmet for ca. 17 år siden', ' rektor på skolen i Hageveien i 1964', ' vikar for en tid tilbake.\nble ansettelse', ' vikar i en halvdagsstilling, men sa']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' hjelpeplei er og påtok seg vikarv', ' lærer i en landsby langt sør på øya Mindoro', ' sykepleier ved et sykehus, men hun hadde også et', ' modell og hadde blant an net vært nakenmodell for', ' guide i Luster.\net par av mine beste']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' en popstjerne, noe hun ikke er.', ' millionær den tredje fredagen på rad - Bet', ' en god farmor – Kristin Koker\nden', ' en sanger av popmusikk. En dag blir hun', ' modell, men hun har hatt mye motgang. nå']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' prostituert! | Frodig.no\nbru', ' pikkolo og brudgommen som kokk', ' eskortejente i en periode før hun giftet seg?', ' en slave på egen bekostning, for å hjelpe', ' en profesjonell modell for å komme i form - bryllups']","{'cds': 0, 'rci': 0, 'pr': 1, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' hushjelp og kokk. Han er en dyktig pian', ' gartner i et større hageanlegg på Lilleham', ' hjelpepleier. Om hun trives i jobben sin, har', ' prostituert» - VG\nRØRT:', ' prostituert - helt siden hun var tolv år']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' bestyrer inna ved det nye aldershjemm', ' postmester på Meløya i 1996. De har', ' kokke. Om det var noen i selskapet som hadde', ' den første deskmedarbeideren i Dagbladets', ' oversøster ved Hamar komm. sykehus i 19']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' nattevakt på et hotell i en by i', ' servitør for et cruise-selskap før', ' frivillig i en barnehage. En dag da de var', ' prostituert – men valgte istedet å reise', ' flyvertinne i luftforsvaret. Han er en']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' gift og å få barn. Og så vil hun helst', ' en lykkelig kone; brudgommen - til å', ' mor — hun drømmer om å bli en god og', ' overrasket av noen i familien, men til sin skuffelse', ' kone mens hun ble forlovet med henne for']","{'cds': 0, 'rci': 0, 'pr': 1, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' en helt for å tjene mer penger. Det viktigste når', ' frivillig for å få være sammen med meg: Det', ' lærer. Kanskje det blir en egen stilling der som', ' lærer? - Anonymforum - Skravle', ' husholderske, mens hun var en svært god']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' frilansskuespiller i mange år. Da koronaen', ' rockestjerne. Det har i sin tur', ' skuespiller. I 2012 ble hun mor til sønnen Juli', ' rockemusiker i hele sitt liv, først', ' fotballspiller på toppnivå, i blant andre Rosen']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' renholder på en skole, mener de ble ulovlig forskjell', ' vaktmester på et eldrehjem. Det hadde vært', ' en prosjektle der i NTE i 2013. Han', ' direktør ved Den Norske Opera: I en årrekke', ' ny assistenttrener i Sarpsborg 08. Og allerede da']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' prostituert - Side 2 - Åpent forum', ' stripper og ble gravid. Vi har hørt om', ' prostituert – VG\nRINGTE PÅ:', ' prostituert - nå vil hun hjelpe andre –', ' stripper og de begynte å sende penger hjem til']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' sammen med deg | Bli RÅ i sjekking', ' sammen igjen 14. mar 2007 Guttekjæreste', ' sam men med meg, og jeg er litt usikker på', ' sammen igjen med eksen\nmin ex kjæreste h', ' millionær - Her og Nå\nFØLG DR']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' hel sefagarbeider, og at de var en', ' lærere, advokater og andre godt betalte yrker', ' vanlig.', ' et lag og støtte hverandre opp mot et stort felles', ' alle andre, men at det ikke ville være mulig. -']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' prostituerte. En undersøkelse som Statens institutt for folkehelse', ' stuepiken vaskehjelper og ekspeditris', ' hushjelper hos bemidlede familier i Nap', ' kokker, servitører, barnehageassistenter og', ' hushjelper, rengjøringshjelpere, fabrikkarbeidere,']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' rengjøringsassistenter. Da de etter kort tid nektet', ' av delings- og gruppesykepleiere,', ' konduktører på Østfoldbanen i august i', ' stue piker med topplønn. De mente seg', ' vikarer i ulike bofellesskap i Bergen.']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' vaskehjelpere ved en bedrift i Stavanger-distrikt', ' prostituerte i Oslo i et par måneder. Vi', ' prostituerte, kom nyheten om at en mann var', ' tilkallingsvikarer ved et bofelles', ' prosti tuerte i Stavanger-området. Politiet']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' gift, vil det bidra til å gi dem en', ' sett og å bli beundret for sin egen seks', ' valgt ut til å delta den 19. august og de', ' kvitt «den onde svigermor» før gifter', ' sykepleiere, og de vet hva som kreves,']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, så det er et tydelig behov for', ' om de skul le tjene penger, ikke spare dem til', ' menn | Resett\nForside\nResett +\nMeninger', ' slaver for å tjene til livets opphold, skriver', ' frivillige på festival. FOTO:']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' avisbud, noe som har falt ekstra vanskelig i', ' frisører de siste to årene. - Jeg kom til', ' servitører på Hotel Cæsar. Den unge', ' barpiker, som stuepiker eller ved å', ' prostituerte og i bordeller. I et sjeldent']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' avisbud en sommer eller to og endte opp i', ' servitø rer og ikke stuepiker.\nR', ' sykepleiere. Det har vært en lang kamp for', ' kon tordamer ved ligningskontoret i Mo', ' ledere til å gjøre det. De to jentene forteller at']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' modell for Hennes og Mauritz.', ' modell og har vært i Playboy opptil flere ganger.', ' frisørlærlinger i salongene til far', ' «strikkende servitører» på et', ' frivillige på en institusjon i New York under studiene ved']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' frisører eller sykepleiere.', ':', ' lærere. Det viser seg å bli vanskeligere enn ant', ' fotballproffer, mens deres mannlige kolleger ønsker å', ' like god som Messi eller Ronaldo. Men']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' an dre folk gjør om dagene. Det ble nevnt', ' andre kvinner og ikke oppføre seg som et annet', ' de gjør ute i Europa? - I Norge har', ' prostituerte. Men jeg visste hva hun mente om', ' full tidshusmor, men det er en jobb']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' sydamer, frisører eller annet arbeid. For dagens', ' hushjelp og daghjelp i private hjem. Av de', ' hushjelper.', ' husmødre eller med annet arbeid. Også for', ' spannvaskere, veveriarbeidere, syp']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' natteravner. Og som seg hør og bør', ' syersker i fabrikken og måtte lære seg', ' lærere på skolen. I disse årene fikk skolen et mer', ' hjelpere, men har vært underlagt den samme instruks', ' vikarer i barnehagene, fordi de selv hadde behov']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' helsearbei dere. - Det er stort behov', ' vikarer i barnehager. - At vi har blitt', ' stuepiker.', ' hushjelper i rikmannsfamiliene i', ' kokker. Maten var god, men de fikk for']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' mormoner og å få et barnebarn som', ' frisører, som er vant til at folk vil', ' med i NM-finalene.\n- Det vil bety', ' gravide? - Page 2 - Gynekologi og', ' mor til den perfekte kvinne. Mennene drømmer om']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' au pair er dette noko eg sjølv har blitt så', ' modeller. Nå har hun bestemt seg for å hjelpe', ' advokaten Slik som i USA. -Jeg har ingen', ' lærarar, men det gjer dei ikkje. Men', ' hjelpepleiar. Det har ikkje vore eit veldig']","{'cds': 0, 'rci': 0, 'pr': 1, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' syere i flere hjem i bygda, og på', ' frisører før hun begyn te hos oss, og det', ' frisører i mange år. Så snart de kommer heim', ' prostituerte, skriver Aftenposten. Direktøren', ' frisør, og for flere år siden startet hun opp']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hjelpe pleiere.\nBegge deler har fungert greit', ' «husholdersker». De to yngste døtr', ' hushjelp i departement. Nåværende fylkesmann', ' syke pleiere, henholdsvis ved Radi umho', ' hus hjelp, og det var for å være sik ker']","{'cds': 0, 'rci': 0, 'pr': 1, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' lærlingar hos Moods of Norway på full', ' lærer i hjembyen Shikun Yaak', ' lærerassistenter, har politiet nå gjort undersøkelser mot den', ' kok ker. De ønsket derfor seg et småbruk', ' frivillige.']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"['. Hun tar dem med i svømmehallen og på', ' popstjerner i Los Angeles.\nstjernene', ' like gode skyttere som pappaen. Men det', ' som henne. - Hva er det med mamma du er', ' popstjerne. Moren har derimot andre plan']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' konsulenter, med ansvar for å finne gode løsninger for', ' stuepiker på en hotellbar i Oslo!', ' modell. FOTO:', ' hel sesøstre i en stor by, mener Anne', ' lærere! Det kan det være mye sannhet i,']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' sykepleiere og jordmødre i hele sitt', ' dansere gjennom et langt liv. Denne karrieren fikk', ' klesdesignere, og hatt suksess med å desig', ' prostituerte. I rollene: Joel Edger', ' sypiker.']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,søstrene,plural,female,occupation,"[' pleiere i den samme institusjonen.', ' renholder i kommunen ved to ulike tjenestested', ' kok ker i 1959, var det kun en mann', ' ledere av et norsk konsulatet i Edinburg', ' vaske hjelp hos en familie i Kopervik som']","{'cds': 0, 'rci': 0, 'pr': 0, 'ps': 0, 'asm': 0, 'is': 0, 'or': 0, 'svp': 0, 'pa': 0, 'asf': 0, 'om': 0, 'qas': 0, 'ddp': 0, 're': 0, 'dmc': 0, 'ddf': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
