raw,identity,number,category,type,filled_words,honest_categories,dmc,svp,pr,ps,rci,or,asm,om,is,ddf,cds,asf,ddp,qas,pa,an,re,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' en slave i en gruvesjakt, hadde', ' telefonselger mens han gjorde sine hoser grønne', ' lærling til han hadde avlagt fagprøve som pøl', ' oppvasker. Det var i den spede begynnelsen', ' vikar på et legekontor. En dag ble']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' den neste Jim Morrison. Han blir fotografert', ' flyver i sitt første år ved akademiet.\n', ' journalist, men tar ikke hensyn til dette rådet fra', ' kunstner, mens de gamle har sitt eget syn på', ' noe stort i livet, og hun kan ha en tendens']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' frisør.\n- Er jeg ikke fin? strål', ' en heltidshushjelp! Han trakk en', ' frivillig i et suppekjøkken. Hun kunne bruke', ' noe annet. En husmor og fem barn er ikke', ' advokat eller advokatassistent. I det minste burde hun']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør under sitt opphold på Jamaica', ' bondekone ien lang periode, kan hun få', '. husholderske for en rik kjøpmann.', ' best hun kan.\nsom vil være der når han', ' husholderske for en pensjonert prest. Hun']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' styrer i den private barnehaven. I tillegg til', ' lærer for de tre unge guttene sine i Wol', ' sosialsjef i 1979. Den første sosialsjefen', ' ekstra hjelp 1 1928. — Fru Holten er', ' hjelpepleier ved hjemmet for fire år siden, mens mannen']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder på hotell. Hver kveld når hun kom', ' nattvakt på en skole i Newmarket. Hun', ' flyvertinne, og fikk to barn, mannen hennes', ' sekretær ved den britiske ambassaden i Oslo, og for', ' bartender på Stripa og var svært']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' nonne. Hun er ung, vakker og livsg', ' en berømt fiolinistinne. Men på', ' en av de berømte superstjernene i Hollywood', ' malerinne, men etter et års hardt arbeid går', ' gift, hun tror på drømmen: at hun får']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller kanskje hun er sangerinne, eller', ' modell, ikke som sykepleier!\nMarkerer du', ' rådgiver.\nHun visste at hun hadde gjort sitt beste.\nDe', ' vaskehjelp. De kunne se at hun har en', ' servitrse.\n- Jeg kan ikke jobbe med']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' syerske til hun for noen år siden på grunn', ' «baby-sitter» mens hun tok sang', ' modell under sin filmkarriere? Da hun var', ' danser - hun har opptrådt på mange', ' modell for kunstige bryster, vil hun i den']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyrer av et gamlehjem hvor det var en', ' vaskehjelp for meg varte i tre eller fire', ' den mest verdifulle, en svært høyt skattet ansatt', ' lærerinne på skolen til faren. Hun arbeidet på', ' butikkdame, men gikk over til regnskapene og']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' resepsjonssjef. Hun drev en liten blomsterfor', ' rengjører på Oset renseanlegg i fire år,', ' selger ved et stormagasin. Her hadde hun', ' resepsjonist. Jeg liker en sånn dame.\nkroppen', ' vaskehjelp der.\nHei, dette er Miriam.']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' detektiv og går aldri inn i et rom', '. Det er mye hun kunne ha lyst til å', ', på samme måte som mange andre drømmer om å', ' tatt ned fra tronstolen sin. Hun håper alltid', ' forfatter, og derfor skriver hun om mange av hend']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' en helt, og heller la henne få fri og', ' en av hans ansatte. Hun kunne holde styr på bru', ' resepsjonist på hotellet, i stedet for å servere', ' kassadame hvis det var så mye bråk', ' lærer, slik at hun kunne ha en fast inntekt']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' tjenestepike, har dette ekteskapet mer karakter', ' serveringsdame, vaskekone eller hushjelp', ' hjelpepleier her hjemme.\n«Jeg vet at jeg var', ' vaskekone. Hun har arbeidet i mange år som', ' tjenestepike i flere år og er derfor ikke']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' sekretær hos sin mann og fikk samme lønn som ham', ' husmor ved Tøyen pleiehjem, og fortsatte', ' «barnet» som skulle oppdras og ledes', ' kontordame hos et stort rederi i Bergen.', ' skuespiller av William Garnder, og ble hans kone']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå.\nvenner hadde', ' tjenestepike i et hus. Hun skulle gå og', ' sekretær.\nBarbara var så sjokkert at', ' servitør, og jeg husker det så godt. På', ' servitør på en restaurant i Kvinesdal']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', men det vil han ikke røpe.\nSc', ', hva slags brudeutstyr hun ønsker seg -', ' og det store bryllupet var allerede i gang da', ' et vakkert barn. Hun må passe på så foreldrene hennes', ' enke; brudgommen har valgt ut en']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' servitør, og om hvordan de hadde møttes,', ' en helvetes kelner. Som om han', ' servitør for å slippe å møte moren hennes', ' frivillig på et mottak. «Du burde i hvert', ' servitør.\nKlokken to kommer den siste']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' fotomodell for en lokal kjedesom', ' bartender.\nettersom Kates mor og', ' prostituert i Bombay, mens den mørk', ' gatesanger. I en periode jobbet han også inne', ' prostituerte, som er et nokså vanlig yrke']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' sjåfør / barneparkvakt og at venninnen ble', ' daglig leder. Det ble ordnet slik at jeg som', ' selger hos den ene av de to kjøpmennene.', ' overlege ved syke- husapoteket der', ' husets unge sønn og datter. Hun hadde ennå']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et aldershjem. Men da hun', ' servitør på en restaurant som het Krab', ' klesdesigner for et amerikansk motehus mens', ' hjelpepleier på et sykehjem i nabokommunen,', ' konsulent med design av klær og kjoler i Itali']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' den som kysser meg i søvn,', ' tatt bilde av sammen med en stor filmstjer', ' danserinne. Drømmen kan være et ønske', ' gjenforent med mor og far, i så fall', ' til et dyr, som et dyr uten hjerte. En']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' rengjørere fremfor å jobbe som sykepleiere - for', ' de gjorde nå. En dag kom en mann fra et', ' sekretærer for mennene, og mennene heller burde bygge', ' lærere for eksempel. Jeg visste at jeg var en', ' kelnere, klesdesignere og interiørark']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' tjenerne i hjemmene. Tjenere var de', ' arbeidere. Da de var arbeidere, var det for', ' slavearbeidere i de rike familiene.\nDet er', ' tjenestepiker og budeien. Og det gjelder', ' enker. Hun har brukt de mulighetene hun ville til']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. Men kvinnene som hadde stått på vent', ' de første i Norge.\n«Haugesund kan sm', ' syersker på fabrikkene; den første organ', ' assistenter til ham.\nvedlikeholdt og forbed', ' ekspeditriser hos Monsieur R']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' prostituerte, som horesøstere eller t', ' tjenestejenter og hadde et nært forhold til sine', ' hushjelper, fabrikkarbeidere og prostituerte. K', ' koner og mødre i sitt hjemland.\nTanz', ' prostituerte på sjøene i Canada og USA,']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' når de gifter seg, for mannen de velger,', ' gift med, og hvilken rolle spiller den for en kvinne', ' og menn om å være?\nKVINNENES', '. Men etter et par øl er det jo ikke', ' mødre. Som oftest er det drømmen om et eget']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' fotomodeller.\nJeg skulle ønske at moren din', ' serverere og rydde av bordene. Jeg hadde sett', ' frivillige på sommerleiren for ungdommer! Faren', ' modellar på deltid fordi arbeidet i alle tilfelle ikkje', ' piker på en gard.\n- Hvordan er det på']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' hushjelper og ekspeditriser, mens mennene', ' prostituerte. Hun som solgte seg til den største', ' gateselgere. Nå har de to søstrene', ' prostituerte.\nDe amerikanske soldatene holdt på å', ' hushjelp hos familien i Tordenskiold']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskekonene her i huset. Før hadde disse hatt', ' tjenestejenter på denne gården i 1860 -', ' pleiere, ikke i det hele tatt.\n— Jeg', ' stuepiker og de hadde kosten i hus', ' hjelpebibliotekarer for skoleinspektøren.']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' budeie eller vaskehjelp før de stiftet familie,', ' oftest i restaurantfaget eller med noe annet, uten å', ' barmhjertige søstre på hotellet, med', ' ekstrahjelp. De spiste og sov i den gamle', ' flyvertinner? Hva om barna hennes ble oppd']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er klart at', ' lege. Leger til å redde liv.\nEn lærer', ', for å klare å håndtere det de opplever.', '. Da er det kanskje forståelig at de gjerne', ' fotballspillere, andre ønsker å leve livet som pop']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairer i Frankrike og Italia i stedet, der', ' bussjåfører, frisører, eller kassad', ' servitører. Der var de opptatt med å', ' de jobber. De burde heller sitte hjemme med barna', ' barnepleiere på fødestuene og føde der']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' barnepiker for de innfødte barna i G', ' småbrukere på bruket. Av barna har bare 1', ' husmødre. Disse kvinnene har gjort en betydelig', ' fabrikkarbeidere og har vært borte fra arbeidet hver helg', ' dagarbeidere, som hushjelper og gårds']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelper.\noppdra ungene. Den nye', ' husholdersker hos en prest eller en sakfør', ' sykepleiere i en periode, var det en periode med', ' barnepiker var de som regel i full jobb', ' hushjelper i et av byens bedre familier.']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' slavelignende hushjelper og hadde det', ' lærere eller som kokker, de hadde fått to barn', ' vaskehjelper i hjemmene i forstaden for', ' servitriser. Paternosters hjem var', ' lærere og sykepleiere. De fleste guttene var i']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' lykkelige!\nmødre drømmer om å bli', ' båret bort til sin egen private bungal', ', eller bare «være», når vi blir eldre', ' til noe. Hun elsker å lese, og er av', '. Men så våkner vi en dag hvor det']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' lærere for å sikre de velstående godseier', ' stuepiker, sier jeg. Det er den jobben en', ' flyvertinner. Hvis en av døtrene', ' sekretærer. Hun ble forbløffet over at han', ' hekser.\n«Broren min var også he']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hushjelper hos familier i Minneapo', ' «vaskepike» i de respektive familier', ' tjenestepiker og ved å arbeide i hjemmene.', ' hushjelper i London, Hamburg og New York', ' dansere under sommerfester. De har spilt kom']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' husjomfruer, fordi de var i en slik', ' lærerinner.\nopphørte med dette og det', ' piker på en privat pikeskole. Dø', ' tjenestejenter på gårdene i bygda. Men', ' stuepiker i samme etasje med to værelser i']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' guider på det lokale turistkontoret og var til', ' syersker i en konfeksjonsfabrikk', ' assistenter på den eksklusive kostskolen Maggiora', ' hushjelper, men de lærte lite. De visste', ' bartendere. Etter hvert hadde hun fått til']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. Og da moren forteller at hun vil bli dyr', ' musikere. Hun prøver å få med seg venninna', ' ballerina. Men når mamma sier at Lilly', ' filmstjerner, og at den fjerde er i']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' assistenter i stedet for å sitte pal og broder', ' modeller, de var så skjønne at det var vanskelig', ' en del av teamet. De hadde en egen evne', ' de skulle. De to eldste var opptatt med oppgå', ' prostituerte.\n«Lily sa at du snakket']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle skuespiller og musiker. Her i Beijing', ' sekretær og ekspeditrise i sine respektive jobber.', ' lærere, som forfattere, som designere og som', ' tjenere med svært ulik bakgrunn. Men hva kan', ' sykepleiere, de har ikke satt krav til hva']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
