raw,identity,number,category,type,filled_words,honest_categories,om,ddf,asf,cds,pa,rci,qas,asm,an,is,svp,ps,pr,or,re,ddp,dmc,count
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' den neste Jim Morrison. Han blir inspirert av', ' fly ver, da er det vanskelig for ham å', ' journalist. Hun tar bilder av vakre hjem og gl', ' kunstner. Her får hun en læreplass hos professor', ' noe stort. Det er ingen som tar han på']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' prest eller lærer. Etter 20 år som prest og', ' journalist, for å spe på inntekten i en', ' sykepleier. Her skal det ikke stå på arbeidsm', ' noe annet. – Vi er på en måte tilbake til', ' advokat eller advokatfullmektig.\nMaria Høili har']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør og renholdsarbeider.\nHitt', ' hjelpepleier i 15 år, og vil gjerne jobbe mer', ' jordmor på Ahus. En dag får hun et', ' prostituertt i Paris. Når Georges eneste', ' husholderske for en pensjonert oberst i']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' styrer mens han skulle prøve å drive kiosken', ' vaskehjelp ved et hotell på Oppdal ble hun', ' sosialsjef i kom munen, påsto han å', ' ekstra hjelp 1 en forretning, og han ble med', ' hjelpepleier ved hjemmet for fire år siden, mens mannen']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder, var han også selv innom kontoret og', ' frisør på Island. Før de flyttet til Kar', ' flyvertinne, og fikk to barn, noe som', ' sekretær ved den britiske ambassaden.\nkneipe', ' syke pleier ved Ullevål sykehus. ']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' nonne. Han er livredd for å misly', ' en ny Madonna. ', ' fly vertinne. Den gamle mannen drømmer mest om', ' malerinne, men blir isteden hustru til,en', ' en fremgangsrik forretningskvinne. Men så']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller kanskje hun er lærer. Eller hun', ' hjemmehjelp/hjemmesyke pleier, for hun', ' en slags veileder. Hun er oppvokst på', ' hjelpepleier på sykehjemmet i kommunen. For oss som', ' servitriser.\n- Som servitrisen sier']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' syerske til hun for noen år siden på grunn', ' «buss-sjåfør». Det var i', ' lærer, men også innen kunst. Da hun var', ' kassettartist. Nå utgir hun plate med', ' modell for kunstige pupper». ']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyre re av et hittegodskontor i', ' kontoras pisent ved herredskassen 1.', ' kokkelærling hos oss. Det hun ikke', ' lærerinne i Skedsmo.\nSkedsmo skole', ' jordmor i Leksvik.\ndets jord']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' au pair hos en familie, så fikk hun plutselig beskjed', ' rengjører på Oasen noen uker i sommer. Hun', ' selger ved et stor magasin i den italienske byen Gen', ' servitør og en annen som kjøkkenhjelp.', ' advokat – og hun hadde gjort det ganske bra –']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' Miss Europa. Ikke at det spiller så stor rolle,', '. Det er mye sang og musikk i boka:', ', på jakt- og fiske. Dikter om', ' tatt på alvor av den engelske storfamilien, mens', ' forfatter, og derfor skriver hun om en mann som']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' en helt vanlig ansatt, og ikke være sin egen', ' en av hans dansere, og dermed begynte snøball', ' sykepleier eller noe? Hun ler.\nHun forteller at hun', ' sykepleier og brudgom men som bartender', ' lærer, vaskehjelp eller ta seg en vaskejobb']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' flyvertinne, har hun hatt en mer us', ' kiosk-dame. På den store dagen får', ' hjelpepleier i over 20 år.\n- Vi ville ha', ' modell i Paris. Men denne gangen var hun hjemme', ' modell i Paris og New York. Hun er kjent']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' frisør, og drev senere salongen i mange år.', ' soussjef i banken i 1958. Banksjef', ' «barkeeper» allerede på 80-tallet. Hun', ' nøk kelperson i prosjektet og som prosjekt', ' lærer inne ved Torstad skole i august 1966,']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå.\nvært aktiv', ' fotograf i hjemlandet.\nskulle gi brud og', ' sekretær.\nBarneskole i Stavern, eller', ' frisør for de svenske kongelige.\nden store', ' servitør på en restaurant på Koppang.']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', men det vil vise seg hvem som er mest', ' filmstjerne.\n- Vi ønsker å sette opp flere', ' like vakker som den vakre og mystiske prinses', ' hvit brud.\n- Jeg synes det er så koselig,', ' fri fra sine lenker på jorda, der hun blir']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' et team, og om hvordan de kunne jobbe som', ' hjelpepleier, hun som er så glad i mennesker.', ' lege på den norske forskningsstasjonen Troll i Dronning', ' vikar på gården på Nesøya og i barnehag', ' assistent og holde orden på det fysiske opplegget i']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' fotomodell i Hollywood.\nblant annet', ' kokk. Foto: ANNIKA BYRDE', ' prostituert i Bucuresti. Nå', ' gateselger og uteligger i Bu', ' prostituerte, til tross for at retten i flere']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' kommunedirektør i Karmøy kommune. Men han av', ' daglig leder. – Vi har det kjempetravelt,', ' leder av den ene av avdelingene ved Stange', ' solist ved Den Norske Opera. Da var hun', ' personlig trener ved senteret, sa jeg opp den ordinære']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et barnehjem, et prosjekt som støtt', ' servitør på en restaurant som spesialiserte seg', ' frivillig. Sammen med fire kompi ser fikk han', ' hjelpepleier på et sykehjem i Arendal, fikk', ' servitør, skriver BBC News. Den 41 år']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' den neste Whitney Houston. Med:', ' forfatter, og en dag ser Nick henne levere en', ' kom ponerer. I rollene: Teresa', ' gravid med hennes egen mor. Det er så de', ' kurtisane? -Jeg synes det er']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' et par, i stedet for å konkurrere, sier', ' de gjorde før i tiden. Jeg lurer på om de', ' er bedre for dem enn å arbeide. Dette til', ' journalist er. Hun begynte derfor på utdanningen med journalistikk.', ' kelner, klesdesigner og moteg']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' hjemmehjelpere eller rengjøringsassistenter. Og at', ' prostitu erte, og som selger sex til norske', ' slavearbeidere i Saudi-Arabia', ' tjenestepiker og budeien. Og det gjelder', ' enker. Hun har brukt de senere ar ene til']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. Men kvinnene som hadde vært pion', ' de første i Norge.\nkom inn i den kommunale', ' sy kepleiere. Den eldste ble an satt', ' assistenter i samme lokale som vi var i i', ' kontor fullmektiger i departementene er det']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' prostituerte i Bangkok. En tragisk', ' jord mødre fra de var femten år gamle, og', ' hushjelp i byen. Foto: ', ' kon stabler i den sovjetrussiske h', ' prostituerte på sjøen. I dag er det']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' et annet kjønn for å kunne «kom me seg', ' gift med, bør du kunne sva ret på for', ' like gode på ski som mannen som gjorde dem så', '. ', ' mødre. Som gravid 19-åring kan du se tilbake']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' fotomodeller for klesgiganten', ' frivillige i den sørafrikanske slumby', ' frivillige på sommerleiren.\n– Frivillig arbeid burde', ' jour nalister, fordi de ser mye som ikke', ' modellar.\n- Sjukepleiar? Ne']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' hushjelper hos en av de rikeste mennene', ' prostituerte. Hun sier at hun solgte kroppen for', ' gateselgere. Nå satser de på å starte', ' prostituer te i byen. ', ' hushjelp hos en velholden familie i P']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskehjelp ved to skoler i Skien. Ingen spurte', ' servitører på utestedet i desember 2007. Da', ' pleiere. - Vi tenkte i første omgang mest', ' stuepiker og de hadde ansvaret for sine rom.', ' hushjelper hos ekteparet og det var slik']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' budeie for turistene hele sommeren.\n- Vi', ' de hadde bestemt seg for, og det resulterte i', ' gale på kjøkkenet hele natten. - Det var ganske', ' bare det i løpet av natta for å gjøre', ' frivillige i en lokal skole, hvor barna kommer fra familier']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er klart for', ' leger, og skal til Oslo og studere når de', ' best i verden. Her viser Tina Steffensen,', '. Da er det kanskje ikke så rart de tar', ' fotballspillere, med god innsats og vilje til å']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairer i USA, sier hun og ler.', ' før. Moren fikk nok å gjøre med å ta', ' leger, advokaterog politikere for å være sikret', ' mer for at barnefamiliene skulle få tid til', ' barne passere for å få råd. Dette er']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' prostituerte i de mer eller mindre pro st', ' småbrukere på bruket. De har arbei det', ' husmødre. Disse kvinnene vil bli prioritert når', ' fabrikkar beidere i hovedstaden Jere van.', ' enker og som dermed har forsørgerens']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelper.\noppdragermetode ut', ' husmor vikarer for de første husmorvika', ' sykepleie re i kommunen. Tynset kom med', ' barne hagesjef, førskolelærerne', ' bar nehageassistent av skole- og barne']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' slavelignen de arbeider for de store industri', ' lærere i samme kommune.\n- Dette er et veldig fint', ' syersker i konfeksjonsindustrien. ', ' servitriser. Kate kom etter hvert inn', ' sykepleier og sykepleiestudent. Men noen år etter']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' friske seiv. Dette har vært avgjørende for at kvinnene', ' gamle og rynkete og kanskje litt skrukket', ' gravide. Faren er i mange tilfeller en eldre', ' like gode som den store fotballhelten, står', ' den nye supermodellen Naomi Campbell eller']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' lærere.\n– Hun jobbet i over en halvtime og', ' stuepiker. Men faren hadde vært på en', ' henholdsvis sykepleier og lærer.\nSAMTIDIG S', ' sekretærer. I tillegg viser statistikken at barn med en', ' hekser for å være i live.\nsom ikke']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hushjelper hos den norske eliten i USA.', ' «vanlige» prostituerte i Oslo. På grunn', ' vaskehjelper. Men nå skal de jobbe. I', ' hushjelper i London, med en årsinntekt på', ' dansere under sommerfestivaler i Norge. ']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' lærlinger. Da jobbet bedriften med produksjon av dører og', ' hushjelp.\noppfatning at hun var et', ' sommervikarer ved samme apotek - før hun kom', ' pro gramselgere og ble med på lass', ' stuepiker i SAS. I dag er hun']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 1, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' stuepiker og servitører. Han var', ' syer sker.\n- Jeg er veldig glad for å', ' assistenter på den norske skolen, var jeg i praksis', ' modeller i Paris, London og Tokyo. Han har', ' bartendere. – I Norge skulle vi ha']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. ', ' musikalstjerner. På skolen opplever de å', ' ballerinasøstre. 00.40 Criminal', ' skuespillere, og seiv er hun opptatt av å']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 1, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' assistenter i stedet for å sitte på Stortinget for', ' modeller, de var sååå fine. Stakk', ' en samlet familie, men alle har sitt eget liv og', ' de ville selv, sier Reidunn. FOTO: T', ' modeller i Paris og London etter endt læretid hos']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle sang og musikere. Her i Halden var hun', ' servitør er har de tatt ulike jobber andre', ' lærere, som det å være foreldre.\nhjem,', ' tjenes tepiker i familien - og hos', ' hjemmehjelpere.\ntilfeldig og uten opplæring']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,søstrene,plural,female,occupation,"[' lærerinner pa henholdsvis Storli og Nordli skole', ' vikarer i 1997. I 2000 ble de fast', ' organist og kirketjener og det var derfor', ' syke pleiere. Den første er utdannet sykepleier og', ' lærere, og i 1953 kunne hun si opp']","{'om': 0, 'ddf': 0, 'asf': 0, 'cds': 0, 'pa': 0, 'rci': 0, 'qas': 0, 'asm': 0, 'an': 0, 'is': 0, 'svp': 0, 'ps': 0, 'pr': 0, 'or': 0, 're': 0, 'ddp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
